order_id,customer_id,transaction_date,product_category,quantity,unit_price,revenue,signup_date,acquisition_channel,country
ORD0000028,CUST000009,23/09/2023,Fashion,4,28.56,114.24,2/5/2023,Instagram,France
ORD0000029,CUST000010,18/05/2024,Beauty,4,84.83,339.32,11/4/2024,Google Ads,Canada
ORD0000030,CUST000010,3/6/2024,Home,2,165.51,331.02,11/4/2024,Google Ads,Canada
ORD0000031,CUST000010,19/06/2024,Books,1,103.05,103.05,11/4/2024,Google Ads,Canada
ORD0000032,CUST000010,2/8/2024,Home,3,154.03,462.09,11/4/2024,Google Ads,Canada
ORD0000033,CUST000010,21/09/2024,Books,2,38.64,77.28,11/4/2024,Google Ads,Canada
ORD0000034,CUST000010,27/10/2024,Books,2,85.59,171.18,11/4/2024,Google Ads,Canada
ORD0000035,CUST000010,10/12/2024,Beauty,2,95.48,190.96,11/4/2024,Google Ads,Canada
ORD0000036,CUST000010,21/12/2024,Books,3,95.03,285.09,11/4/2024,Google Ads,Canada
ORD0000037,CUST000011,18/08/2023,Fashion,3,91.95,275.85,3/8/2023,Email,Germany
ORD0000038,CUST000011,25/09/2023,Beauty,3,99.16,297.48,3/8/2023,Email,Germany
ORD0000039,CUST000011,26/10/2023,Sports,3,190.73,572.19,3/8/2023,Email,Germany
ORD0000040,CUST000011,15/12/2023,Home,3,234.32,702.96,3/8/2023,Email,Germany
ORD0000041,CUST000011,10/2/2024,Sports,3,188.88,566.64,3/8/2023,Email,Germany
ORD0000042,CUST000011,23/03/2024,Fashion,2,108.12,216.24,3/8/2023,Email,Germany
ORD0000043,CUST000012,23/01/2024,Beauty,2,98.37,196.74,27/11/2023,Referral,USA
ORD0000044,CUST000012,19/03/2024,Fashion,2,41.44,82.88,27/11/2023,Referral,USA
ORD0000045,CUST000012,3/4/2024,Sports,4,10.98,43.92,27/11/2023,Referral,USA
ORD0000046,CUST000012,24/05/2024,Electronics,4,211.33,845.32,27/11/2023,Referral,USA
ORD0000047,CUST000012,3/7/2024,Fashion,3,125.78,377.34,27/11/2023,Referral,USA
ORD0000048,CUST000012,31/08/2024,Fashion,1,23.01,23.01,27/11/2023,Referral,USA
ORD0000049,CUST000012,15/09/2024,Sports,2,34.23,68.46,27/11/2023,Referral,USA
ORD0000050,CUST000012,16/10/2024,Books,2,205.14,410.28,27/11/2023,Referral,USA
ORD0000051,CUST000012,3/12/2024,Beauty,1,183.54,183.54,27/11/2023,Referral,USA
ORD0000052,CUST000012,30/12/2024,Sports,3,55.46,166.38,27/11/2023,Referral,USA
ORD0000053,CUST000013,14/04/2024,Beauty,1,155.04,155.04,3/4/2024,Google Ads,France
ORD0000054,CUST000013,26/04/2024,Electronics,3,121.11,363.33,3/4/2024,Google Ads,France
ORD0000055,CUST000013,7/5/2024,Books,2,39.26,78.52,3/4/2024,Google Ads,France
ORD0000056,CUST000013,21/06/2024,Sports,3,44.66,133.98,3/4/2024,Google Ads,France
ORD0000057,CUST000013,9/7/2024,Sports,1,24.53,24.53,3/4/2024,Google Ads,France
ORD0000058,CUST000013,7/8/2024,Books,3,84.77,254.31,3/4/2024,Google Ads,France
ORD0000059,CUST000013,13/09/2024,Home,2,229.21,458.42,3/4/2024,Google Ads,France
ORD0000060,CUST000013,23/10/2024,Beauty,4,227.63,910.52,3/4/2024,Google Ads,France
ORD0000061,CUST000013,19/11/2024,Sports,3,184.82,554.46,3/4/2024,Google Ads,France
ORD0000062,CUST000013,14/12/2024,Books,1,173.21,173.21,3/4/2024,Google Ads,France
ORD0000063,CUST000014,16/05/2023,Beauty,2,43.08,86.16,29/03/2023,Instagram,Canada
ORD0000064,CUST000015,10/2/2024,Books,4,93.96,375.84,8/1/2024,Instagram,USA
ORD0000065,CUST000015,28/03/2024,Beauty,2,249.63,499.26,8/1/2024,Instagram,USA
ORD0000066,CUST000015,26/04/2024,Sports,4,72.59,290.36,8/1/2024,Instagram,USA
ORD0000067,CUST000016,24/04/2023,Fashion,4,153.35,613.4,10/4/2023,Google Ads,Canada
ORD0000068,CUST000017,25/11/2024,Home,2,119.38,238.76,25/10/2024,Facebook Ads,Australia
ORD0000069,CUST000017,17/12/2024,Books,3,219.29,657.87,25/10/2024,Facebook Ads,Australia
ORD0000070,CUST000017,28/12/2024,Home,4,106.73,426.92,25/10/2024,Facebook Ads,Australia
ORD0000071,CUST000018,26/05/2023,Electronics,2,86.42,172.84,11/5/2023,Instagram,France
ORD0000072,CUST000018,19/06/2023,Books,3,66.14,198.42,11/5/2023,Instagram,France
ORD0000073,CUST000018,10/8/2023,Beauty,2,118.44,236.88,11/5/2023,Instagram,France
ORD0000074,CUST000018,30/09/2023,Fashion,1,32.59,32.59,11/5/2023,Instagram,France
ORD0000075,CUST000018,20/10/2023,Books,2,219.72,439.44,11/5/2023,Instagram,France
ORD0000076,CUST000018,24/11/2023,Home,2,16.34,32.68,11/5/2023,Instagram,France
ORD0000077,CUST000018,14/01/2024,Home,4,136.93,547.72,11/5/2023,Instagram,France
ORD0000078,CUST000018,18/02/2024,Sports,3,240.62,721.86,11/5/2023,Instagram,France
ORD0000079,CUST000018,29/03/2024,Electronics,3,154.35,463.05,11/5/2023,Instagram,France
ORD0000080,CUST000019,4/12/2024,Electronics,3,100.22,300.66,23/10/2024,Email,Canada
ORD0000081,CUST000020,14/12/2023,Electronics,3,204.1,612.3,5/11/2023,Direct,Germany
ORD0000082,CUST000020,5/1/2024,Sports,1,120.92,120.92,5/11/2023,Direct,Germany
ORD0000083,CUST000021,17/01/2024,Home,4,241.96,967.84,10/12/2023,Referral,Canada
ORD0000084,CUST000021,28/02/2024,Beauty,3,181.66,544.98,10/12/2023,Referral,Canada
ORD0000085,CUST000022,20/05/2024,Fashion,3,98.37,295.11,6/5/2024,Google Ads,France
ORD0000086,CUST000022,20/06/2024,Books,2,202.15,404.3,6/5/2024,Google Ads,France
ORD0000087,CUST000022,28/07/2024,Electronics,2,177.52,355.04,6/5/2024,Google Ads,France
ORD0000088,CUST000022,28/08/2024,Electronics,1,233.62,233.62,6/5/2024,Google Ads,France
ORD0000089,CUST000022,19/09/2024,Sports,2,122.56,245.12,6/5/2024,Google Ads,France
ORD0000090,CUST000022,3/10/2024,Beauty,1,65.57,65.57,6/5/2024,Google Ads,France
ORD0000091,CUST000022,29/10/2024,Home,4,143.73,574.92,6/5/2024,Google Ads,France
ORD0000092,CUST000023,9/3/2024,Fashion,3,182.25,546.75,18/02/2024,Facebook Ads,Canada
ORD0000093,CUST000023,13/04/2024,Electronics,3,209.5,628.5,18/02/2024,Facebook Ads,Canada
ORD0000094,CUST000023,21/05/2024,Sports,2,21.09,42.18,18/02/2024,Facebook Ads,Canada
ORD0000095,CUST000024,28/02/2024,Books,1,26.81,26.81,21/01/2024,Google Ads,USA
ORD0000096,CUST000024,5/4/2024,Sports,1,74.48,74.48,21/01/2024,Google Ads,USA
ORD0000097,CUST000024,25/04/2024,Books,1,155.62,155.62,21/01/2024,Google Ads,USA
ORD0000098,CUST000024,2/6/2024,Beauty,1,108.87,108.87,21/01/2024,Google Ads,USA
ORD0000099,CUST000024,8/7/2024,Books,1,150.32,150.32,21/01/2024,Google Ads,USA
ORD0000100,CUST000024,4/8/2024,Books,2,176.36,352.72,21/01/2024,Google Ads,USA
ORD0000101,CUST000024,27/08/2024,Sports,4,10.38,41.52,21/01/2024,Google Ads,USA
ORD0000102,CUST000024,17/10/2024,Sports,2,79.96,159.92,21/01/2024,Google Ads,USA
ORD0000103,CUST000024,14/12/2024,Home,1,79.96,79.96,21/01/2024,Google Ads,USA
ORD0000104,CUST000024,27/12/2024,Books,2,238.06,476.12,21/01/2024,Google Ads,USA
ORD0000105,CUST000025,30/07/2023,Sports,4,143.88,575.52,11/7/2023,Facebook Ads,USA
ORD0000106,CUST000025,17/09/2023,Fashion,3,80.51,241.53,11/7/2023,Facebook Ads,USA
ORD0000107,CUST000025,12/10/2023,Sports,1,126.01,126.01,11/7/2023,Facebook Ads,USA
ORD0000108,CUST000025,12/11/2023,Fashion,4,241.76,967.04,11/7/2023,Facebook Ads,USA
ORD0000109,CUST000026,20/11/2023,Books,1,246.03,246.03,4/10/2023,Facebook Ads,Australia
ORD0000110,CUST000026,30/12/2023,Beauty,2,20.77,41.54,4/10/2023,Facebook Ads,Australia
ORD0000111,CUST000027,1/8/2023,Home,3,98.01,294.03,10/6/2023,Email,UK
ORD0000112,CUST000027,17/09/2023,Books,1,165.31,165.31,10/6/2023,Email,UK
ORD0000113,CUST000027,29/09/2023,Fashion,2,26.88,53.76,10/6/2023,Email,UK
ORD0000114,CUST000027,5/11/2023,Sports,2,60.57,121.14,10/6/2023,Email,UK
ORD0000115,CUST000027,25/11/2023,Home,1,162.73,162.73,10/6/2023,Email,UK
ORD0000116,CUST000027,21/12/2023,Home,3,164.8,494.4,10/6/2023,Email,UK
ORD0000117,CUST000028,19/04/2024,Electronics,3,117.36,352.08,4/4/2024,Referral,Australia
ORD0000118,CUST000029,30/12/2023,Books,1,69.11,69.11,10/11/2023,Instagram,UK
ORD0000119,CUST000029,12/2/2024,Sports,3,202.06,606.18,10/11/2023,Instagram,UK
ORD0000120,CUST000029,28/03/2024,Fashion,3,247.96,743.88,10/11/2023,Instagram,UK
ORD0000121,CUST000029,20/05/2024,Beauty,1,172.96,172.96,10/11/2023,Instagram,UK
ORD0000122,CUST000029,24/06/2024,Electronics,1,170,170,10/11/2023,Instagram,UK
ORD0000123,CUST000030,12/2/2023,Books,1,48.61,48.61,22/01/2023,Facebook Ads,Germany
ORD0000124,CUST000031,6/11/2023,Electronics,2,102.73,205.46,10/9/2023,Instagram,USA
ORD0000125,CUST000031,5/12/2023,Sports,1,128.08,128.08,10/9/2023,Instagram,USA
ORD0000126,CUST000031,29/12/2023,Sports,3,120.77,362.31,10/9/2023,Instagram,USA
ORD0000127,CUST000031,16/02/2024,Electronics,2,16.18,32.36,10/9/2023,Instagram,USA
ORD0000128,CUST000032,12/8/2024,Books,1,218.44,218.44,14/07/2024,Referral,UK
ORD0000129,CUST000032,15/09/2024,Fashion,4,203.7,814.8,14/07/2024,Referral,UK
ORD0000130,CUST000033,8/5/2024,Electronics,4,28.18,112.72,19/04/2024,Instagram,Canada
ORD0000131,CUST000033,30/06/2024,Beauty,2,33.43,66.86,19/04/2024,Instagram,Canada
ORD0000132,CUST000033,15/08/2024,Sports,3,48.91,146.73,19/04/2024,Instagram,Canada
ORD0000133,CUST000033,2/9/2024,Fashion,4,102.31,409.24,19/04/2024,Instagram,Canada
ORD0000134,CUST000033,17/10/2024,Sports,3,223.23,669.69,19/04/2024,Instagram,Canada
ORD0000135,CUST000033,10/12/2024,Books,1,244.35,244.35,19/04/2024,Instagram,Canada
ORD0000136,CUST000034,3/4/2023,Fashion,4,158.53,634.12,28/02/2023,Email,Germany
ORD0000137,CUST000034,8/5/2023,Sports,4,26.12,104.48,28/02/2023,Email,Germany
ORD0000138,CUST000034,29/06/2023,Electronics,3,78.28,234.84,28/02/2023,Email,Germany
ORD0000139,CUST000035,24/06/2024,Books,3,56.86,170.58,25/05/2024,Email,France
ORD0000140,CUST000035,16/08/2024,Electronics,2,193.12,386.24,25/05/2024,Email,France
ORD0000141,CUST000035,23/09/2024,Books,1,58.03,58.03,25/05/2024,Email,France
ORD0000142,CUST000036,29/12/2024,Beauty,2,229.33,458.66,12/11/2024,Organic Search,UK
ORD0000143,CUST000037,23/05/2024,Home,4,49.55,198.2,20/04/2024,Email,Australia
ORD0000144,CUST000037,30/06/2024,Beauty,4,13.89,55.56,20/04/2024,Email,Australia
ORD0000145,CUST000037,8/7/2024,Books,3,244.77,734.31,20/04/2024,Email,Australia
ORD0000146,CUST000037,8/8/2024,Sports,3,237.45,712.35,20/04/2024,Email,Australia
ORD0000147,CUST000037,15/09/2024,Beauty,1,150.09,150.09,20/04/2024,Email,Australia
ORD0000148,CUST000038,19/12/2024,Sports,3,43.61,130.83,30/11/2024,Facebook Ads,UK
ORD0000149,CUST000039,29/08/2023,Electronics,4,185.72,742.88,9/7/2023,Referral,Australia
ORD0000150,CUST000039,15/09/2023,Sports,4,134.19,536.76,9/7/2023,Referral,Australia
ORD0000151,CUST000040,13/12/2024,Electronics,1,175.35,175.35,17/11/2024,Email,Australia
ORD0000152,CUST000041,24/07/2024,Books,1,183.55,183.55,16/07/2024,Google Ads,USA
ORD0000153,CUST000042,9/9/2024,Electronics,2,232.4,464.8,20/07/2024,Referral,Germany
ORD0000154,CUST000042,11/10/2024,Home,2,206.59,413.18,20/07/2024,Referral,Germany
ORD0000155,CUST000043,19/09/2023,Home,2,34.21,68.42,1/9/2023,Facebook Ads,Australia
ORD0000156,CUST000044,4/6/2024,Beauty,3,140.68,422.04,19/05/2024,Referral,USA
ORD0000157,CUST000044,1/8/2024,Books,1,99.48,99.48,19/05/2024,Referral,USA
ORD0000158,CUST000044,20/09/2024,Home,4,92.45,369.8,19/05/2024,Referral,USA
ORD0000159,CUST000044,9/11/2024,Electronics,4,81.34,325.36,19/05/2024,Referral,USA
ORD0000160,CUST000045,8/7/2023,Beauty,1,92.6,92.6,11/5/2023,Email,USA
ORD0000161,CUST000045,2/8/2023,Electronics,2,230.93,461.86,11/5/2023,Email,USA
ORD0000162,CUST000046,30/05/2024,Books,2,163.31,326.62,29/04/2024,Google Ads,Australia
ORD0000163,CUST000046,16/06/2024,Books,2,216.23,432.46,29/04/2024,Google Ads,Australia
ORD0000164,CUST000046,11/8/2024,Electronics,3,84.67,254.01,29/04/2024,Google Ads,Australia
ORD0000165,CUST000046,30/08/2024,Home,4,231.31,925.24,29/04/2024,Google Ads,Australia
ORD0000166,CUST000046,26/09/2024,Beauty,2,209.84,419.68,29/04/2024,Google Ads,Australia
ORD0000167,CUST000046,12/11/2024,Books,1,171.74,171.74,29/04/2024,Google Ads,Australia
ORD0000168,CUST000047,2/11/2024,Sports,2,143.74,287.48,8/10/2024,Organic Search,Germany
ORD0000169,CUST000047,16/11/2024,Sports,1,237.06,237.06,8/10/2024,Organic Search,Germany
ORD0000170,CUST000047,7/12/2024,Fashion,3,178.16,534.48,8/10/2024,Organic Search,Germany
ORD0000171,CUST000048,12/2/2023,Sports,3,146.53,439.59,21/01/2023,Facebook Ads,Canada
ORD0000172,CUST000048,13/03/2023,Fashion,4,14.88,59.52,21/01/2023,Facebook Ads,Canada
ORD0000173,CUST000048,24/04/2023,Books,3,178.97,536.91,21/01/2023,Facebook Ads,Canada
ORD0000174,CUST000048,15/05/2023,Fashion,1,15.44,15.44,21/01/2023,Facebook Ads,Canada
ORD0000175,CUST000049,23/07/2023,Sports,2,84.69,169.38,16/06/2023,Direct,UK
ORD0000176,CUST000049,7/8/2023,Electronics,4,138.87,555.48,16/06/2023,Direct,UK
ORD0000177,CUST000049,31/08/2023,Home,4,95.86,383.44,16/06/2023,Direct,UK
ORD0000178,CUST000049,20/09/2023,Home,2,154.21,308.42,16/06/2023,Direct,UK
ORD0000179,CUST000050,12/11/2023,Beauty,3,169.06,507.18,1/10/2023,Facebook Ads,USA
ORD0000180,CUST000050,29/11/2023,Electronics,1,39.99,39.99,1/10/2023,Facebook Ads,USA
ORD0000181,CUST000051,27/02/2024,Electronics,3,114.71,344.13,23/01/2024,Referral,UK
ORD0000182,CUST000052,31/08/2024,Books,1,241.44,241.44,23/08/2024,Direct,Germany
ORD0000183,CUST000053,1/1/2024,Books,3,128.71,386.13,12/11/2023,Direct,Canada
ORD0000184,CUST000054,1/2/2023,Beauty,4,117.7,470.8,14/01/2023,Instagram,France
ORD0000185,CUST000054,14/03/2023,Fashion,2,226.49,452.98,14/01/2023,Instagram,France
ORD0000186,CUST000054,1/4/2023,Home,4,140.24,560.96,14/01/2023,Instagram,France
ORD0000187,CUST000054,14/04/2023,Home,4,128.66,514.64,14/01/2023,Instagram,France
ORD0000188,CUST000055,13/09/2023,Home,2,52.78,105.56,30/08/2023,Direct,Canada
ORD0000189,CUST000055,25/10/2023,Fashion,3,103.16,309.48,30/08/2023,Direct,Canada
ORD0000190,CUST000055,10/12/2023,Electronics,4,210.07,840.28,30/08/2023,Direct,Canada
ORD0000191,CUST000056,4/2/2024,Fashion,1,80.26,80.26,12/12/2023,Instagram,Germany
ORD0000192,CUST000057,10/9/2024,Sports,1,197.14,197.14,18/07/2024,Direct,Canada
ORD0000193,CUST000057,20/09/2024,Sports,3,243.53,730.59,18/07/2024,Direct,Canada
ORD0000194,CUST000057,7/10/2024,Home,4,150.59,602.36,18/07/2024,Direct,Canada
ORD0000195,CUST000058,28/01/2024,Beauty,4,90.51,362.04,6/12/2023,Google Ads,France
ORD0000196,CUST000058,12/3/2024,Books,2,19.84,39.68,6/12/2023,Google Ads,France
ORD0000197,CUST000058,11/4/2024,Home,1,112.9,112.9,6/12/2023,Google Ads,France
ORD0000198,CUST000058,16/05/2024,Home,2,201.25,402.5,6/12/2023,Google Ads,France
ORD0000199,CUST000058,11/6/2024,Sports,1,244.19,244.19,6/12/2023,Google Ads,France
ORD0000200,CUST000058,10/7/2024,Electronics,1,128.51,128.51,6/12/2023,Google Ads,France
ORD0000201,CUST000058,5/9/2024,Home,3,68.86,206.58,6/12/2023,Google Ads,France
ORD0000202,CUST000058,13/10/2024,Beauty,2,217.53,435.06,6/12/2023,Google Ads,France
ORD0000203,CUST000058,10/11/2024,Fashion,1,60.14,60.14,6/12/2023,Google Ads,France
ORD0000204,CUST000058,2/12/2024,Books,3,89.24,267.72,6/12/2023,Google Ads,France
ORD0000205,CUST000059,7/5/2023,Home,1,155.14,155.14,2/4/2023,Organic Search,USA
ORD0000206,CUST000060,20/01/2024,Beauty,2,137.62,275.24,2/1/2024,Organic Search,Canada
ORD0000207,CUST000060,18/03/2024,Beauty,4,37.73,150.92,2/1/2024,Organic Search,Canada
ORD0000208,CUST000060,4/4/2024,Beauty,3,230.38,691.14,2/1/2024,Organic Search,Canada
ORD0000209,CUST000060,28/04/2024,Fashion,2,179.19,358.38,2/1/2024,Organic Search,Canada
ORD0000210,CUST000061,17/05/2024,Home,3,111.88,335.64,30/03/2024,Direct,Australia
ORD0000211,CUST000061,8/6/2024,Books,1,238.84,238.84,30/03/2024,Direct,Australia
ORD0000212,CUST000061,29/06/2024,Home,4,238.94,955.76,30/03/2024,Direct,Australia
ORD0000213,CUST000061,30/07/2024,Home,2,201.51,403.02,30/03/2024,Direct,Australia
ORD0000214,CUST000061,14/08/2024,Sports,3,61.58,184.74,30/03/2024,Direct,Australia
ORD0000215,CUST000061,21/09/2024,Books,1,197.63,197.63,30/03/2024,Direct,Australia
ORD0000216,CUST000062,11/3/2024,Sports,1,185.58,185.58,3/3/2024,Referral,Australia
ORD0000217,CUST000063,2/6/2024,Books,1,10.31,10.31,23/05/2024,Referral,Germany
ORD0000218,CUST000063,17/06/2024,Fashion,2,31.19,62.38,23/05/2024,Referral,Germany
ORD0000219,CUST000063,22/07/2024,Beauty,4,58.12,232.48,23/05/2024,Referral,Germany
ORD0000220,CUST000063,9/8/2024,Sports,2,13.4,26.8,23/05/2024,Referral,Germany
ORD0000221,CUST000063,18/09/2024,Sports,3,145.15,435.45,23/05/2024,Referral,Germany
ORD0000222,CUST000064,2/3/2023,Books,4,134.77,539.08,4/2/2023,Instagram,Canada
ORD0000223,CUST000064,13/03/2023,Sports,1,79.7,79.7,4/2/2023,Instagram,Canada
ORD0000224,CUST000064,30/03/2023,Electronics,3,242.09,726.27,4/2/2023,Instagram,Canada
ORD0000225,CUST000064,12/5/2023,Fashion,2,111.97,223.94,4/2/2023,Instagram,Canada
ORD0000226,CUST000064,7/7/2023,Electronics,1,14.94,14.94,4/2/2023,Instagram,Canada
ORD0000227,CUST000065,20/08/2023,Sports,3,77.87,233.61,25/07/2023,Email,France
ORD0000228,CUST000065,5/10/2023,Beauty,4,240.72,962.88,25/07/2023,Email,France
ORD0000229,CUST000065,22/10/2023,Fashion,3,230.92,692.76,25/07/2023,Email,France
ORD0000230,CUST000065,3/11/2023,Home,4,183.07,732.28,25/07/2023,Email,France
ORD0000231,CUST000065,11/12/2023,Home,1,236.68,236.68,25/07/2023,Email,France
ORD0000232,CUST000065,3/1/2024,Fashion,2,171.09,342.18,25/07/2023,Email,France
ORD0000233,CUST000065,11/2/2024,Fashion,2,87.87,175.74,25/07/2023,Email,France
ORD0000234,CUST000065,18/02/2024,Fashion,2,135.05,270.1,25/07/2023,Email,France
ORD0000235,CUST000065,3/4/2024,Books,4,204.78,819.12,25/07/2023,Email,France
ORD0000236,CUST000065,29/04/2024,Fashion,1,98.05,98.05,25/07/2023,Email,France
ORD0000237,CUST000066,15/05/2023,Sports,2,225.43,450.86,22/03/2023,Organic Search,Germany
ORD0000238,CUST000066,12/7/2023,Books,1,224.48,224.48,22/03/2023,Organic Search,Germany
ORD0000239,CUST000066,2/9/2023,Fashion,3,183.9,551.7,22/03/2023,Organic Search,Germany
ORD0000240,CUST000066,13/09/2023,Books,2,214.57,429.14,22/03/2023,Organic Search,Germany
ORD0000241,CUST000066,20/10/2023,Electronics,1,235.77,235.77,22/03/2023,Organic Search,Germany
ORD0000242,CUST000066,16/12/2023,Sports,1,139.37,139.37,22/03/2023,Organic Search,Germany
ORD0000243,CUST000066,28/12/2023,Fashion,3,96.16,288.48,22/03/2023,Organic Search,Germany
ORD0000244,CUST000066,9/1/2024,Beauty,1,187.07,187.07,22/03/2023,Organic Search,Germany
ORD0000245,CUST000066,29/02/2024,Beauty,2,225.68,451.36,22/03/2023,Organic Search,Germany
ORD0000246,CUST000066,20/04/2024,Beauty,2,166.49,332.98,22/03/2023,Organic Search,Germany
ORD0000247,CUST000066,11/5/2024,Home,4,126.96,507.84,22/03/2023,Organic Search,Germany
ORD0000248,CUST000066,26/05/2024,Electronics,3,71.65,214.95,22/03/2023,Organic Search,Germany
ORD0000249,CUST000066,13/06/2024,Books,4,38.14,152.56,22/03/2023,Organic Search,Germany
ORD0000250,CUST000066,25/07/2024,Home,1,102.46,102.46,22/03/2023,Organic Search,Germany
ORD0000251,CUST000066,6/9/2024,Fashion,1,139.02,139.02,22/03/2023,Organic Search,Germany
ORD0000252,CUST000066,26/10/2024,Books,4,82.5,330,22/03/2023,Organic Search,Germany
ORD0000253,CUST000067,26/07/2024,Electronics,1,63.52,63.52,15/07/2024,Email,Canada
ORD0000254,CUST000067,18/08/2024,Fashion,4,95.48,381.92,15/07/2024,Email,Canada
ORD0000255,CUST000067,15/10/2024,Books,2,120.26,240.52,15/07/2024,Email,Canada
ORD0000256,CUST000068,20/02/2024,Home,2,234.15,468.3,23/01/2024,Organic Search,Germany
ORD0000257,CUST000068,12/3/2024,Electronics,1,177.51,177.51,23/01/2024,Organic Search,Germany
ORD0000258,CUST000068,27/04/2024,Books,4,19.98,79.92,23/01/2024,Organic Search,Germany
ORD0000259,CUST000068,9/5/2024,Beauty,1,178.93,178.93,23/01/2024,Organic Search,Germany
ORD0000260,CUST000069,24/02/2023,Home,3,109.2,327.6,2/1/2023,Email,Australia
ORD0000261,CUST000069,22/03/2023,Electronics,4,25.89,103.56,2/1/2023,Email,Australia
ORD0000262,CUST000069,9/5/2023,Sports,2,243.13,486.26,2/1/2023,Email,Australia
ORD0000263,CUST000069,19/05/2023,Beauty,3,41.79,125.37,2/1/2023,Email,Australia
ORD0000264,CUST000069,29/06/2023,Fashion,2,66.3,132.6,2/1/2023,Email,Australia
ORD0000265,CUST000069,11/8/2023,Books,2,184.08,368.16,2/1/2023,Email,Australia
ORD0000266,CUST000069,12/9/2023,Books,1,242.47,242.47,2/1/2023,Email,Australia
ORD0000267,CUST000069,4/11/2023,Electronics,3,204.26,612.78,2/1/2023,Email,Australia
ORD0000268,CUST000069,1/12/2023,Beauty,3,127.56,382.68,2/1/2023,Email,Australia
ORD0000269,CUST000069,9/12/2023,Electronics,2,124.15,248.3,2/1/2023,Email,Australia
ORD0000270,CUST000069,28/01/2024,Sports,4,62.87,251.48,2/1/2023,Email,Australia
ORD0000271,CUST000069,28/02/2024,Electronics,2,73.18,146.36,2/1/2023,Email,Australia
ORD0000272,CUST000069,22/04/2024,Electronics,1,129.98,129.98,2/1/2023,Email,Australia
ORD0000273,CUST000070,26/02/2024,Beauty,1,194.3,194.3,25/01/2024,Email,France
ORD0000274,CUST000070,17/04/2024,Beauty,4,41.95,167.8,25/01/2024,Email,France
ORD0000275,CUST000070,27/05/2024,Books,3,35.3,105.9,25/01/2024,Email,France
ORD0000276,CUST000070,19/07/2024,Sports,4,211.89,847.56,25/01/2024,Email,France
ORD0000277,CUST000070,25/08/2024,Sports,3,156.9,470.7,25/01/2024,Email,France
ORD0000278,CUST000070,11/10/2024,Beauty,2,85.81,171.62,25/01/2024,Email,France
ORD0000279,CUST000070,12/11/2024,Electronics,1,54.98,54.98,25/01/2024,Email,France
ORD0000280,CUST000071,2/8/2024,Books,4,202.1,808.4,19/07/2024,Organic Search,USA
ORD0000281,CUST000071,19/09/2024,Home,4,34.14,136.56,19/07/2024,Organic Search,USA
